150	chr20	60720	chr20	60900	10	-1	60
152	chr20	60720	chr20	60900	10	-1	60
155	chr20	60720	chr20	60900	10	-1	60
25	chr20	60720	chr20	61080	10	-1	60
39	chr20	60720	chr20	179937	10	-1	7
33	chr20	60720	chr20	179942	10	-1	27
42	chr20	60720	chr20	179942	10	-1	13
43	chr20	60720	chr20	179942	10	-1	5
44	chr20	60720	chr20	179942	10	-1	5
192	chr20	60720	chr20	179942	10	-1	25
193	chr20	60720	chr20	179942	10	-1	1
232	chr20	60720	chr20	179942	10	-1	24
243	chr20	60720	chr20	179942	10	-1	4
138	chr20	60721	chr20	60862	10	-1	60
141	chr20	60723	chr20	60870	10	-1	60
140	chr20	60725	chr20	60866	10	-1	60
144	chr20	60726	chr20	60876	10	-1	60
133	chr20	60728	chr20	60829	10	-1	60
143	chr20	60736	chr20	60875	10	-1	60
153	chr20	60742	chr20	60900	10	-1	60
148	chr20	60745	chr20	60901	10	-1	60
151	chr20	60748	chr20	60900	10	-1	60
156	chr20	60748	chr20	60900	10	-1	60
149	chr20	60750	chr20	60900	10	-1	60
142	chr20	60764	chr20	60871	10	-1	60
235	chr20	60766	chr20	179942	10	-1	13
250	chr20	60769	chr20	61023	01	1	60
212	chr20	60775	chr20	60983	01	1	60
213	chr20	60775	chr20	61017	01	1	60
214	chr20	60778	chr20	179880	01	-1	17
215	chr20	60779	chr20	61012	01	1	60
15	chr20	60783	chr20	179880	01	-1	16
216	chr20	60786	chr20	179887	01	-1	8
16	chr20	60796	chr20	179880	01	-1	25
17	chr20	60799	chr20	61004	01	1	60
175	chr20	60799	chr20	179880	01	-1	7
176	chr20	60807	chr20	179881	01	-1	29
218	chr20	60807	chr20	179888	01	-1	5
18	chr20	60811	chr20	61002	01	1	60
177	chr20	60811	chr20	61028	01	1	60
19	chr20	60811	chr20	179887	01	-1	8
154	chr20	60815	chr20	60900	10	-1	60
20	chr20	60816	chr20	179895	01	-1	13
21	chr20	60825	chr20	179880	01	-1	12
178	chr20	60825	chr20	179880	01	-1	15
22	chr20	60833	chr20	179880	01	-1	16
219	chr20	60836	chr20	179886	01	-1	8
179	chr20	60855	chr20	179880	01	-1	24
24	chr20	60856	chr20	179880	01	-1	9
220	chr20	60868	chr20	179883	01	-1	20
146	chr20	60879	chr20	60781	01	1	60
